"940","暗黑十字弓","[世界頭目]新不死鳥","50000"
"940","暗黑十字弓","親衛隊長．凱特","10000"
"940","暗黑十字弓","腐爛的骷髏弓箭手","2000"
"940","暗黑十字弓","雪怪","2000"
"940","暗黑十字弓","骷髏","2000"
"940","暗黑十字弓","炎魔的巴風特","2000"
"940","暗黑十字弓","受詛咒的 蟑螂人","2000"
"941","消滅者鎖鏈劍","冰之女王","50000"
"941","消滅者鎖鏈劍","[世界頭目]沙蟲","50000"
"941","消滅者鎖鏈劍","土精靈王","10000"
"941","消滅者鎖鏈劍","巨人戰士","2000"
"941","消滅者鎖鏈劍","腐爛的骷髏斧手","2000"
"941","消滅者鎖鏈劍","墮落的司祭","2000"
"941","消滅者鎖鏈劍","妖魔殭屍","2000"
"941","消滅者鎖鏈劍","受詛咒的 穴居人","2000"
"942","破滅者鎖鏈劍","[世界頭目] 巨蟻女皇","50000"
"942","破滅者鎖鏈劍","曼波兔","10000"
"942","破滅者鎖鏈劍","果凍怪","2000"
"942","破滅者鎖鏈劍","腐爛的骷髏槍兵","2000"
"942","破滅者鎖鏈劍","骷髏","2000"
"942","破滅者鎖鏈劍","墮落的司祭","2000"
"942","破滅者鎖鏈劍","受詛咒的 巨鼠","2000"
"943","撕碎者鎖鏈劍","[世界頭目] 恐怖 巴拉卡斯","50000"
"943","撕碎者鎖鏈劍","曼波兔","10000"
"943","撕碎者鎖鏈劍","腐爛的殭屍槍兵","2000"
"943","撕碎者鎖鏈劍","死亡的司祭","2000"
"943","撕碎者鎖鏈劍","巨蟻","2000"
"943","撕碎者鎖鏈劍","海音的惡靈","2000"
"943","撕碎者鎖鏈劍","地底蟹人","2000"
"970","暗黑巨劍","[世界頭目] 哈爾巴斯 闇龍","50000"
"1001","亞連","死亡騎士","50000"
"1001","亞連","[世界頭目] 真.克特","50000"
"1001","亞連","曼波兔","10000"
"1001","亞連","受詛咒的黑暗妖精騎士","10000"
"1001","亞連","哥布林","10000"
"1001","亞連","地元素守護者","10000"
"1001","亞連","地獄犬","10000"
"1001","亞連","黑暗精靈使","10000"
"1002","木棒","克特","50000"
"1002","木棒","[世界頭目]吉爾塔斯","50000"
"1002","木棒","曼波兔","10000"
"1002","木棒","水元素守護者","10000"
"1002","木棒","食腐獸","10000"
"1002","木棒","地元素守護者","10000"
"1002","木棒","奇岩 冰原老虎","10000"
"1002","木棒","妖魔","10000"
"1003","釘錘","[世界頭目]新不死鳥","50000"
"1003","釘錘","水元素守護者","10000"
"1003","釘錘","闇之精靈","10000"
"1003","釘錘","風元素守護者","10000"
"1003","釘錘","特提斯","10000"
"1003","釘錘","伊弗利特","10000"
"1003","釘錘","兔子","10000"
"1004","弗萊爾","[世界頭目]沙蟲","50000"
"1004","弗萊爾","火元素守護者","10000"
"1004","弗萊爾","翼龍","10000"
"1004","弗萊爾","長老．拉曼斯","10000"
"1004","弗萊爾","風元素守護者","10000"
"1004","弗萊爾","兔子","10000"
"1004","弗萊爾","黑暗精靈使","10000"
"1005","流星錘","[世界頭目] 巨蟻女皇","50000"
"1005","流星錘","火元素守護者","10000"
"1005","流星錘","梅杜莎","10000"
"1005","流星錘","底比斯 曼陀羅草(A)","10000"
"1005","流星錘","犰狳","10000"
"1005","流星錘","地靈","10000"
"1005","流星錘","副神官．卡山德拉","10000"
"1006","銀斧","冰之女王","50000"
"1006","銀斧","[世界頭目] 恐怖 巴拉卡斯","50000"
"1006","銀斧","海賊骷髏","10000"
"1006","銀斧","底比斯 曼陀羅草(B)","10000"
"1006","銀斧","長老．巴陸德","10000"
"1006","銀斧","闇元素守護者","10000"
"1006","銀斧","闇元素守護者","10000"
"1006","銀斧","妖魔","10000"
"1007","戰斧","[世界頭目] 哈爾巴斯 闇龍","50000"
"1007","戰斧","底比斯 聖甲蟲(A)","10000"
"1007","戰斧","歐姆戰士","10000"
"1007","戰斧","艾爾摩將軍","10000"
"1007","戰斧","飛龍","10000"
"1007","戰斧","受詛咒的黑暗妖精法師","10000"
"1007","戰斧","妖魔弓箭手","10000"
"1008","侏儒鐵斧","[世界頭目] 真.克特","50000"
"1008","侏儒鐵斧","鹿","10000"
"1008","侏儒鐵斧","拉斯塔巴德馴獸師","10000"
"1008","侏儒鐵斧","底比斯 聖甲蟲(B)","10000"
"1008","侏儒鐵斧","馬庫爾","10000"
"1008","侏儒鐵斧","受詛咒的黑暗妖精騎士","10000"
"1008","侏儒鐵斧","奇異鸚鵡","10000"
"1009","狂戰士斧","[世界頭目]吉爾塔斯","50000"
"1009","狂戰士斧","庫曼","10000"
"1009","狂戰士斧","底比斯 凱比斯(A)","10000"
"1009","狂戰士斧","重裝蜥蜴人","10000"
"1009","狂戰士斧","野豬","10000"
"1009","狂戰士斧","闇黑棲林者","10000"
"1009","狂戰士斧","受詛咒的黑暗妖精騎士","10000"
"1010","巨斧","幻象眼魔","50000"
"1010","巨斧","[世界頭目]新不死鳥","50000"
"1010","巨斧","巴土瑟","10000"
"1010","巨斧","魔熊","10000"
"1010","巨斧","底比斯 凱比斯(B)","10000"
"1010","巨斧","狼人","10000"
"1010","巨斧","受詛咒的黑暗妖精鬥士","10000"
"1010","巨斧","黑暗盜賊","10000"
"1011","三叉戟","變形怪首領","50000"
"1011","三叉戟","[世界頭目]沙蟲","50000"
"1011","三叉戟","歐姆戰士","10000"
"1011","三叉戟","底比斯 尖碑石奴(A)","10000"
"1011","三叉戟","黑暗妖精警衛","10000"
"1011","三叉戟","艾多倫","10000"
"1011","三叉戟","地獄犬","10000"
"1011","三叉戟","卡士伯","10000"
"1012","帕提森","潔尼斯女王","50000"
"1012","帕提森","[世界頭目] 巨蟻女皇","50000"
"1012","帕提森","黑暗妖精魔法學徒","10000"
"1012","帕提森","底比斯 尖碑石奴(B)","10000"
"1012","帕提森","蘑菇","10000"
"1012","帕提森","長老．泰瑪斯","10000"
"1012","帕提森","炎魔的小惡魔","10000"
"1012","帕提森","受詛咒的黑暗妖精法師","10000"
"1013","矛","巴風特","50000"
"1013","矛","[世界頭目] 恐怖 巴拉卡斯","50000"
"1013","矛","底比斯 斯芬克斯(A)","10000"
"1013","矛","長老．艾迪爾","10000"
"1013","矛","受詛咒的黑暗妖精騎士","10000"
"1013","矛","安普","10000"
"1013","矛","黑虎","10000"
"1013","矛","龍蠅","10000"
"1014","精靈之矛","巨蟻女皇","50000"
"1014","精靈之矛","[世界頭目] 哈爾巴斯 闇龍","50000"
"1014","精靈之矛","長老．巴洛斯","10000"
"1014","精靈之矛","歐姆民兵","1000"
"1014","精靈之矛","底比斯 斯芬克斯(B)","1000"
"1014","精靈之矛","牧羊犬","1000"
"1014","精靈之矛","受詛咒的黑暗妖精騎士","1000"
"1014","精靈之矛","黑暗復仇者","1000"
"1015","拉斯塔巴德矛","吸血鬼","50000"
"1015","拉斯塔巴德矛","[世界頭目] 真.克特","50000"
"1015","拉斯塔巴德矛","底比斯 尼荷斯(A)","10000"
"1015","拉斯塔巴德矛","毒蠍","10000"
"1015","拉斯塔巴德矛","貓","10000"
"1015","拉斯塔巴德矛","重裝歐姆戰士","10000"
"1015","拉斯塔巴德矛","長老．巴塔斯","10000"
"1015","拉斯塔巴德矛","地底伊萊克頓","10000"
"1016","巴迪須","不死鳥","50000"
"1016","巴迪須","[世界頭目]吉爾塔斯","50000"
"1016","巴迪須","毒蠍","10000"
"1016","巴迪須","異變蜥蜴人","10000"
"1016","巴迪須","底比斯 尼荷斯(B)","10000"
"1016","巴迪須","血刺客","10000"
"1016","巴迪須","長老．安迪斯","10000"
"1016","巴迪須","熊","10000"
"1017","酷寒之矛","巴列斯","50000"
"1017","酷寒之矛","[世界頭目]新不死鳥","50000"
"1017","酷寒之矛","魔法師","10000"
"1017","酷寒之矛","拉斯塔巴德親衛隊","1000"
"1017","酷寒之矛","德雷克的靈魂","1000"
"1017","酷寒之矛","底比斯 阿努斯(A)","1000"
"1017","酷寒之矛","侏儒","1000"
"1017","酷寒之矛","龍龜","1000"
"1018","法丘","古代巨人","50000"
"1018","法丘","[世界頭目]沙蟲","50000"
"1018","法丘","底比斯 阿努斯(B)","10000"
"1018","法丘","杜賓狗","10000"
"1018","法丘","歐姆","10000"
"1018","法丘","西瑪","10000"
"1018","法丘","爆彈花","10000"
"1018","法丘","墳墓守護者","10000"
"1019","貝卡合金","木乃伊王","50000"
"1019","貝卡合金","[世界頭目] 巨蟻女皇","50000"
"1019","貝卡合金","巨大鱷魚","10000"
"1019","貝卡合金","底比斯 巴斯(A)","1000"
"1019","貝卡合金","狂暴的 歐姆","1000"
"1019","貝卡合金","狼","1000"
"1019","貝卡合金","吸血鬼","1000"
"1019","貝卡合金","哈維","1000"
"1020","深紅長矛","黑豹","50000"
"1020","深紅長矛","[世界頭目] 恐怖 巴拉卡斯","50000"
"1020","深紅長矛","長老．琪娜","10000"
"1020","深紅長矛","水靈之主","1000"
"1020","深紅長矛","歐姆裝甲兵","1000"
"1020","深紅長矛","底比斯 巴斯(B)","1000"
"1020","深紅長矛","小獵犬","1000"
"1020","深紅長矛","黑暗精靈","1000"
"1021","精靈匕首","殭屍王","50000"
"1021","精靈匕首","[世界頭目] 哈爾巴斯 闇龍","50000"
"1021","精靈匕首","巨大蜈蚣","10000"
"1021","精靈匕首","高侖鋼鐵怪","10000"
"1021","精靈匕首","深淵食屍鬼","10000"
"1021","精靈匕首","聖伯納犬","10000"
"1021","精靈匕首","狂暴的 歐姆裝甲兵","10000"
"1021","精靈匕首","冰原老虎","10000"
"1022","拉斯塔巴德短劍","惡魔","50000"
"1022","拉斯塔巴德短劍","[世界頭目] 真.克特","50000"
"1022","拉斯塔巴德短劍","黑暗妖精殘兵","10000"
"1022","拉斯塔巴德短劍","骷髏警衛","10000"
"1022","拉斯塔巴德短劍","深淵弓箭手","10000"
"1022","拉斯塔巴德短劍","萊肯","10000"
"1022","拉斯塔巴德短劍","狐狸","10000"
"1022","拉斯塔巴德短劍","半魚人首領","10000"
"1023","奧裡哈魯根短劍","深淵之主","50000"
"1023","奧裡哈魯根短劍","[世界頭目]吉爾塔斯","50000"
"1023","奧裡哈魯根短劍","巴貝多","10000"
"1023","奧裡哈魯根短劍","黑暗妖精殘兵","1000"
"1023","奧裡哈魯根短劍","暴走兔","1000"
"1023","奧裡哈魯根短劍","歐熊","1000"
"1023","奧裡哈魯根短劍","骷髏神射手","1000"
"1023","奧裡哈魯根短劍","地靈之主","1000"
"1024","小武士刀","[世界頭目]新不死鳥","50000"
"1024","小武士刀","大王烏賊","10000"
"1024","小武士刀","黑暗妖精殘兵","1000"
"1024","小武士刀","闇精靈王","1000"
"1024","小武士刀","風靈之主","1000"
"1024","小武士刀","妖魔弓箭手","1000"
"1024","小武士刀","冰原老虎","1000"
"1025","水晶短劍","騎士范德","50000"
"1025","水晶短劍","[世界頭目]沙蟲","50000"
"1025","水晶短劍","卡普","10000"
"1025","水晶短劍","火靈之主","2000"
"1025","水晶短劍","黑暗妖精殘兵","1000"
"1025","水晶短劍","海賊骷髏士兵","1000"
"1025","水晶短劍","雪人","1000"
"1025","水晶短劍","哈士奇","1000"
"1026","雙手劍","艾莉絲","50000"
"1026","雙手劍","[世界頭目] 巨蟻女皇","50000"
"1026","雙手劍","水精靈王","10000"
"1026","雙手劍","黑暗安特","2000"
"1026","雙手劍","黑暗妖精殘兵","2000"
"1026","雙手劍","雪怪","2000"
"1026","雙手劍","史萊姆","2000"
"1026","雙手劍","地獄束縛犬","2000"
"1027","蜥蜴王勇士之劍","巫妖","50000"
"1027","蜥蜴王勇士之劍","[世界頭目] 恐怖 巴拉卡斯","50000"
"1027","蜥蜴王勇士之劍","風精靈王","10000"
"1027","蜥蜴王勇士之劍","鬼魂","1000"
"1027","蜥蜴王勇士之劍","黑暗妖精殘兵","1000"
"1027","蜥蜴王勇士之劍","強盜","1000"
"1027","蜥蜴王勇士之劍","血色術師","1000"
"1027","蜥蜴王勇士之劍","人形殭屍","1000"
"1028","武官雙手劍","鐮刀死神","50000"
"1028","武官雙手劍","[世界頭目] 哈爾巴斯 闇龍","50000"
"1028","武官雙手劍","火精靈王","10000"
